Procedimento;RN;Vigencia;OD;AMB;HCO;HSO;REF;PAC;DUT;SUBGRUPO;GRUPO;CAPÍTULO
TRATAMENTO CIRÚRGICO DE ESPONDILOLISTESE;;;X;X;SIM;SIM;SIM;X;;COLUNA VERTEBRAL;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DO DISRAFISMO ESPINHAL;;;X;X;SIM;SIM;SIM;X;;COLUNA VERTEBRAL;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DO DORSO CURVO OU ESCOLIOSE OU CIFOSE OU GIBA COSTAL;;;X;X;SIM;SIM;SIM;X;;COLUNA VERTEBRAL;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CONSERVADOR DO TRAUMATISMO RAQUIMEDULAR;;;X;X;SIM;SIM;SIM;X;;COLUNA VERTEBRAL;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO MICROCIRÚRGICO DAS LESÕES INTRAMEDULARES (TUMOR, MALFORMAÇÕES ARTERIOVENOSAS, SIRINGOMIELIA, PARASITOSES);;;X;X;SIM;SIM;SIM;X;;COLUNA VERTEBRAL;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO MICROCIRÚRGICO DO CANAL VERTEBRAL ESTREITO;;;X;X;SIM;SIM;SIM;X;;COLUNA VERTEBRAL;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR ÓSSEO VERTEBRAL - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;COLUNA VERTEBRAL;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTRODESE AO NÍVEL DO OMBRO - TRATAMENTO CIRÚRGICO;;;SIM;X;SIM;SIM;SIM;X;;ARTICULAÇÃO ESCÁPULO-UMERAL E CINTURA ESCAPULAR;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTROPLASTIA ESCÁPULO UMERAL COM IMPLANTE - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;ARTICULAÇÃO ESCÁPULO-UMERAL E CINTURA ESCAPULAR;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTROTOMIA GLENOUMERAL - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;ARTICULAÇÃO ESCÁPULO-UMERAL E CINTURA ESCAPULAR;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA CIRÚRGICA DA CINTURA ESCAPULAR;;;X;X;SIM;SIM;SIM;X;;ARTICULAÇÃO ESCÁPULO-UMERAL E CINTURA ESCAPULAR;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DESARTICULAÇÃO AO NÍVEL DO OMBRO - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;ARTICULAÇÃO ESCÁPULO-UMERAL E CINTURA ESCAPULAR;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DOENÇA DE SPRENGEL - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;ARTICULAÇÃO ESCÁPULO-UMERAL E CINTURA ESCAPULAR;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESCÁPULA EM RESSALTO - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;ARTICULAÇÃO ESCÁPULO-UMERAL E CINTURA ESCAPULAR;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRATURAS E/OU LUXAÇÕES E/OU AVULSÕES - REDUÇÃO INCRUENTA;;;X;SIM;SIM;SIM;SIM;X;;ARTICULAÇÃO ESCÁPULO-UMERAL E CINTURA ESCAPULAR;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRATURAS E/OU LUXAÇÕES E/OU AVULSÕES - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;ARTICULAÇÃO ESCÁPULO-UMERAL E CINTURA ESCAPULAR;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LUXAÇÕES CRÔNICAS INVETERADAS E RECIDIVANTES - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;ARTICULAÇÃO ESCÁPULO-UMERAL E CINTURA ESCAPULAR;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
OSTEOMIELITE AO NÍVEL DA CINTURA ESCAPULAR - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;ARTICULAÇÃO ESCÁPULO-UMERAL E CINTURA ESCAPULAR;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PSEUDARTROSES E/OU OSTEOTOMIAS DA CINTURA ESCAPULAR - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;ARTICULAÇÃO ESCÁPULO-UMERAL E CINTURA ESCAPULAR;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO PARCIAL OU TOTAL DE CLAVÍCULA;;;X;X;SIM;SIM;SIM;X;;ARTICULAÇÃO ESCÁPULO-UMERAL E CINTURA ESCAPULAR;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REVISÃO CIRÚRGICA DE PRÓTESE DE OMBRO;;;X;X;SIM;SIM;SIM;X;;ARTICULAÇÃO ESCÁPULO-UMERAL E CINTURA ESCAPULAR;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSFERÊNCIAS MUSCULARES AO NÍVEL DO OMBRO;;;X;X;SIM;SIM;SIM;X;;ARTICULAÇÃO ESCÁPULO-UMERAL E CINTURA ESCAPULAR;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABAIXAMENTO MIOTENDINOSO NO ANTEBRAÇO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABSCESSOS DE DEDO (DRENAGEM) - TRATAMENTO CIRÚRGICO;;;X;SIM;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AGENESIA DE RÁDIO (CENTRALIZAÇÃO DA ULNA NO CARPO);;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ALONGAMENTO DO RÁDIO/ULNA - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ALONGAMENTO DOS OSSOS DO ANTEBRAÇO COM FIXADOR EXTERNO DINÂMICO - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ALONGAMENTOS TENDINOSOS DE MÃO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AMPUTAÇÃO AO NÍVEL DO ANTEBRAÇO - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AMPUTAÇÃO AO NÍVEL DO BRAÇO - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AMPUTAÇÃO AO NÍVEL DOS METACARPIANOS - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AMPUTAÇÃO DE DEDO (CADA) - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AMPUTAÇÃO TRANSMETACARPIANA COM TRANSPOSIÇÃO DE DEDO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTRODESE - TRATAMENTO CIRÚRGICO;;;SIM;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTRODESE ENTRE OS OSSOS DO CARPO;;;SIM;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTRODESE INTERFALANGEANA / METACARPOFALANGEANA - TRATAMENTO CIRÚRGICO;;;SIM;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTRODESE RÁDIO-CÁRPICA OU DO PUNHO;;;SIM;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTROPLASTIA COM IMPLANTE - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTROPLASTIA COM IMPLANTE NA MÃO (MF OU IF);;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTROPLASTIA DO PUNHO (COM IMPLANTE) - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTROPLASTIA INTERFALANGEANA / METACARPOFALANGEANA - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTROPLASTIA PARA OSSOS DO CARPO (COM IMPLANTE) - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTROPLASTIAS SEM IMPLANTE - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTROTOMIA - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA CIRÚRGICA;;;X;SIM;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA CIRÚRGICA DO ANTEBRAÇO;;;X;SIM;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA CIRÚRGICA DO ÚMERO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA CIRÚRGICA DOS OSSOS DA MÃO;;;X;SIM;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BRIDAS CONGÊNITAS - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CAPSULECTOMIA METACARPO-FALANGEANA OU INTERFALANGEANA;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CENTRALIZAÇÃO DA ULNA (TRATAMENTO DA MÃO TORTA RADIAL);;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COTO DE AMPUTAÇÃO DIGITAL - REVISÃO;;;X;SIM;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DEDO COLO DE CISNE - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DEDO EM BOTOEIRA - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DEDO EM GATILHO, CAPSULOTOMIA / FASCIOTOMIA - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DEDO EM MARTELO - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DEDO EM MARTELO - TRATAMENTO CONSERVADOR;;;X;SIM;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DESARTICULAÇÃO AO NÍVEL DO COTOVELO - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENXERTO ÓSSEO (PERDA DE SUBSTÂNCIA) - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXPLORAÇÃO CIRÚRGICA DE TENDÃO DE MÃO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FALANGIZAÇÃO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FIXADOR EXTERNO DINÂMICO COM OU SEM ALONGAMENTO - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRATURA (INCLUINDO DESCOLAMENTO EPIFISÁRIO) - REDUÇÃO INCRUENTA;;;X;SIM;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRATURA (INCLUINDO DESCOLAMENTO EPIFISÁRIO) - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRATURA DE BENNETT - TRATAMENTO CIRÚRGICO;;;X;SIM;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRATURA DE OSSO DO CARPO - REDUÇÃO CIRÚRGICA;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRATURA DE PUNHO - TRATAMENTO CONSERVADOR;;;X;SIM;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRATURA DO CARPO - REDUÇÃO INCRUENTA;;;X;SIM;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRATURA DO METACARPIANO - TRATAMENTO CONSERVADOR;;;X;SIM;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRATURA E/OU LUXAÇÕES (INCLUINDO DESCOLAMENTO EPIFISÁRIO) - REDUÇÃO INCRUENTA;;;X;SIM;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRATURA VICIOSAMENTE CONSOLIDADA DE ANTEBRAÇO - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRATURAS / PSEUDARTROSES / ARTROSES / COM FIXADOR EXTERNO DINÂMICO - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRATURAS DE FALANGES OU METACARPIANOS - REDUÇÃO INCRUENTA;;;X;SIM;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRATURAS DE FALANGES OU METACARPIANOS - TRATAMENTO CIRÚRGICO C/ FIXAÇÃO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRATURAS DO CARPO - TRATAMENTO CONSERVADOR;;;X;SIM;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRATURAS E OU LUXAÇÕES - REDUÇÃO INCRUENTA;;;X;SIM;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRATURAS E OU LUXAÇÕES - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRATURAS E PSEUDARTROSES - FIXADOR EXTERNO - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRATURAS E/OU LUXAÇÕES DE FALANGES (INTERFALANGEANAS) - REDUÇÃO INCRUENTA;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRATURAS E/OU LUXAÇÕES DE FALANGES (INTERFALANGEANAS) - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRATURAS E/OU LUXAÇÕES DE METACARPIANOS - REDUÇÃO INCRUENTA;;;X;SIM;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LESÕES LIGAMENTARES - REDUÇÃO INCRUENTA;;;X;SIM;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LESÕES LIGAMENTARES AGUDAS OU CRÔNICAS DA MÃO - REPARAÇÃO CIRÚRGICA;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LIGAMENTOPLASTIA COM ÂNCORA;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LUXAÇÃO DO CARPO - REDUÇÃO INCRUENTA;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LUXAÇÃO METACARPOFALANGEANA-TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
OSTEOMIELITE DE ÚMERO - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
OSTEOMIELITE DE ÚMERO - TRATAMENTO INCRUENTO;;;X;SIM;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
OSTEOMIELITE DOS OSSOS DO ANTEBRAÇO - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
OSTEOSSÍNTESE DE FRATURA DE FALANGE E METACARPEANA COM OU SEM USO DE MINIPARAFUSO OU FIXADOR EXTERNO;;;X;SIM;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
POLICIZAÇÃO OU TRANSFERÊNCIA DIGITAL;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
POLIDACTILIA ARTICULADA - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
POLIDACTILIA NÃO ARTICULADA - TRATAMENTO CIRÚRGICO;;;X;SIM;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PRÓTESE (IMPLANTE) PARA OSSOS DO CARPO;;;X;X;SIM;SIM;SIM;X;;MEMBROS SUPERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
